Age,Dribbling / Reflexes,Passing / Kicking,Shooting / Handling,International reputation,Total mentality,Shot power,Total power,Ball control,Finishing,Log Market Value
23,73,70,61,1,339,65,331,73,57,15.60727002719233
23,70,58,67,1,272,72,345,72,67,14.603967918328545
23,70,62,55,1,303,59,340,70,55,14.845129975145433
25,62,56,56,1,301,67,353,71,56,15.830413578506539
21,74,72,74,1,104,54,191,17,9,15.424948470398375
25,70,64,34,1,261,42,261,71,31,14.457364444136669
20,73,57,56,1,225,56,266,73,59,14.603967918328545
24,68,67,65,1,341,66,349,69,65,14.603967918328545
26,64,64,50,1,317,59,328,65,46,15.687312734865866
21,66,62,66,1,97,47,190,13,10,14.22097566607244
21,52,51,38,1,249,37,248,50,40,13.071070083016778
21,58,59,44,1,260,78,359,64,27,15.687312734865866
22,72,66,49,1,296,55,303,70,49,14.557447902693651
21,61,57,58,1,294,68,359,58,56,14.603967918328545
20,63,61,56,1,301,61,301,63,54,13.997832114758229
21,69,64,64,1,283,62,338,69,69,15.096444403426338
23,73,59,66,1,264,77,317,71,67,14.508657738524219
20,71,68,59,1,258,61,282,69,58,14.603967918328545
24,78,69,60,1,331,63,337,75,61,16.523560759066484
22,67,63,65,1,302,74,351,65,65,14.28551418721001
22,73,66,64,1,300,58,311,69,70,15.096444403426338
22,68,67,53,1,323,59,322,67,47,14.603967918328545
23,68,58,61,1,256,60,296,63,63,13.9108207377686
24,71,60,45,1,306,47,299,72,41,15.60727002719233
24,74,69,63,1,347,68,344,72,61,15.009433026436708
24,70,56,61,1,266,66,340,67,60,13.997832114758229
22,56,54,37,1,294,55,308,57,31,15.250595083253597
23,62,58,54,1,295,60,320,62,53,12.834681304952548
24,53,56,34,1,269,59,299,57,23,12.89921982609012
24,76,66,70,1,286,69,387,72,72,15.60727002719233
24,73,71,63,1,335,66,322,75,63,14.845129975145433
22,65,58,55,1,282,58,313,64,55,13.493926933836812
23,66,63,59,1,308,55,316,68,65,14.77102200299171
29,70,74,61,1,346,72,355,72,55,14.808762330974558
25,75,68,74,1,288,77,352,73,73,15.226497531674536
23,68,70,57,1,350,73,362,74,50,16.300417207752275
33,81,76,77,1,303,83,401,82,77,16.213405830762646
26,67,61,35,1,284,47,268,70,28,14.457364444136669
20,60,56,60,1,230,64,278,60,61,13.017002861746503
23,51,47,30,1,270,47,316,58,21,15.60727002719233
24,75,70,68,1,323,76,384,77,66,15.150511624696614
25,71,60,70,1,260,69,361,68,73,14.457364444136669
23,63,61,49,1,284,55,288,64,46,13.764217263576723
20,59,52,52,1,252,52,273,58,55,13.017002861746503
21,66,62,53,1,314,59,354,66,49,14.28551418721001
24,60,60,52,1,293,59,310,60,47,13.017002861746503
24,65,60,47,1,285,60,324,63,39,14.077874822431765
21,70,56,68,1,269,70,327,67,71,14.880221294956703
24,73,62,67,1,263,68,336,73,70,14.603967918328545
24,66,70,57,1,302,75,362,68,44,14.508657738524219
26,69,67,64,1,307,68,364,75,63,15.520258650202699
26,65,61,58,1,295,68,360,65,55,14.508657738524219
22,51,49,35,1,251,59,302,55,30,15.009433026436708
21,76,68,58,1,325,59,305,76,58,15.250595083253597
23,72,69,72,1,331,78,386,75,71,15.341566861459324
26,63,57,56,1,271,58,293,62,56,13.17115354157376
19,52,58,56,1,122,44,203,12,10,12.611537753638338
21,62,47,59,1,220,57,309,63,65,13.527828485512494
23,51,45,25,1,227,40,281,53,16,14.22097566607244
21,68,60,69,1,273,67,320,69,73,14.978661367769956
23,76,67,62,1,309,68,313,75,65,15.123843377614453
20,57,49,50,1,224,53,269,58,52,12.691580461311874
22,71,59,67,1,261,72,350,71,72,15.096444403426338
22,74,59,54,1,233,52,256,72,59,14.808762330974558
21,68,63,62,1,299,65,321,66,61,14.457364444136669
21,56,54,42,1,259,55,328,62,38,14.557447902693651
27,51,46,40,1,248,54,330,53,36,14.151982794585487
26,73,67,74,1,327,79,383,70,75,15.687312734865866
24,78,65,63,1,265,63,288,72,62,14.77102200299171
23,56,53,41,1,272,53,314,59,35,13.071070083016778
22,64,61,57,1,299,58,304,63,56,13.304684934198283
23,67,65,45,1,290,51,304,68,44,14.73180128983843
23,76,67,73,1,298,76,364,73,74,15.363073066680286
24,63,55,39,1,247,66,338,63,25,14.508657738524219
24,65,57,43,1,308,53,280,62,36,13.997832114758229
20,52,50,45,1,210,43,230,50,45,11.77528972943772
22,61,61,54,1,223,65,304,60,50,12.429216196844383
24,48,46,29,1,214,41,236,61,26,14.557447902693651
23,58,46,51,1,224,50,289,57,56,12.691580461311874
25,78,67,71,1,286,78,340,76,70,15.424948470398375
29,63,65,63,1,320,70,346,68,60,13.493926933836812
18,50,47,37,1,229,45,246,48,33,11.002099841204238
24,55,52,32,1,249,54,302,55,26,13.815510557964274
28,64,59,62,1,286,66,370,66,62,13.422467969854667
26,68,58,56,1,263,60,291,67,64,13.17115354157376
29,49,40,25,1,232,34,258,48,23,13.493926933836812
25,73,68,78,1,318,82,404,77,79,16.70588231586044
22,71,65,68,1,111,49,184,19,11,14.557447902693651
22,47,40,26,1,223,46,305,52,17,13.9108207377686
24,69,61,47,1,326,60,357,69,38,15.89495209964411
24,74,67,66,1,117,50,189,28,8,14.690979295318174
32,38,44,32,1,226,49,293,35,24,12.524526376648708
24,70,60,60,1,253,67,304,67,65,14.457364444136669
23,70,64,48,1,341,55,316,70,41,15.29711509888849
21,65,62,53,1,272,57,281,66,56,13.262125319779487
24,70,64,57,1,335,61,341,70,60,15.201804919084164
25,56,51,33,1,273,61,314,64,24,15.520258650202699
23,69,59,67,1,278,68,328,66,68,14.28551418721001
19,68,56,49,1,223,66,251,68,46,12.206072645530174
24,68,54,68,1,246,74,326,69,68,14.557447902693651
32,54,54,42,1,255,52,309,54,36,13.38472764187182
21,62,46,32,1,245,42,257,60,29,13.458835614025542
23,74,61,74,1,284,70,374,75,79,15.60727002719233
22,66,59,36,2,298,48,310,71,35,15.89495209964411
22,68,60,68,1,257,68,341,69,69,14.346138809026444
20,45,34,29,1,215,28,226,41,27,11.156250521031495
24,74,70,64,1,347,80,346,76,59,15.520258650202699
23,72,66,63,1,317,61,337,69,62,14.808762330974558
22,56,48,34,1,251,54,321,60,22,15.687312734865866
23,61,58,52,1,287,60,337,65,46,14.077874822431765
25,72,68,58,1,321,68,347,72,52,14.346138809026444
22,63,52,54,1,267,55,309,60,54,12.834681304952548
22,62,53,51,1,224,53,276,62,52,12.834681304952548
25,65,58,66,1,270,67,327,66,68,14.077874822431765
23,73,68,66,1,316,69,328,71,68,15.068273526459642
22,63,51,39,1,276,63,344,63,30,16.166885815127753
20,65,50,61,1,216,60,281,62,63,13.681979165339751
20,58,56,51,1,256,54,290,59,49,13.122363377404328
20,67,52,57,1,219,58,297,66,58,13.9108207377686
20,60,56,53,1,281,62,280,60,53,12.834681304952548
22,70,59,54,1,317,62,362,70,48,14.648419680899378
30,71,62,65,1,300,69,343,70,66,13.790192749979985
23,65,69,52,1,309,68,332,66,53,15.761420707019587
23,64,55,58,1,87,24,159,19,6,12.524526376648708
26,62,56,49,1,253,44,245,61,53,12.524526376648708
24,68,63,60,1,298,62,294,68,60,13.623138665316818
28,61,58,40,1,260,51,259,61,35,12.611537753638338
26,54,50,40,1,245,57,317,66,35,15.687312734865866
22,68,67,55,1,308,71,338,67,46,14.808762330974558
24,61,58,36,1,266,52,306,63,32,15.009433026436708
23,55,47,52,1,237,55,305,52,55,12.301382825334498
27,60,60,48,1,278,66,348,60,41,13.38472764187182
23,68,57,59,1,253,62,313,64,61,13.9108207377686
23,65,64,51,1,293,61,336,63,45,14.690979295318174
21,69,56,56,1,244,53,278,63,60,13.592367006650065
24,78,72,74,1,109,54,240,20,9,16.300417207752275
24,69,61,41,1,306,65,327,65,33,14.557447902693651
23,66,63,62,1,308,68,309,65,59,14.151982794585487
25,74,76,62,1,352,66,328,77,59,16.41820024340866
25,67,57,43,1,283,56,321,63,40,13.997832114758229
25,67,61,65,1,100,46,191,20,9,13.997832114758229
26,73,71,58,1,306,63,320,73,55,14.648419680899378
22,66,62,62,1,313,78,369,65,48,13.217673557208654
30,69,65,66,1,325,58,276,73,70,14.22097566607244
24,59,57,40,1,290,49,309,62,37,14.346138809026444
23,68,61,52,1,300,69,343,66,42,14.914122846632385
24,76,71,61,1,357,71,345,78,58,16.523560759066484
24,65,62,49,1,278,55,315,66,51,13.737549016494562
24,70,64,60,1,290,58,316,69,64,14.22097566607244
25,69,66,53,1,324,58,324,71,50,14.508657738524219
24,75,68,70,1,261,74,334,75,72,15.341566861459324
23,75,66,62,1,328,67,352,74,60,15.60727002719233
23,59,63,47,1,263,68,316,62,36,13.017002861746503
26,62,52,59,1,252,60,327,60,61,13.17115354157376
22,65,53,64,1,260,70,348,64,64,13.790192749979985
25,65,61,52,1,299,66,323,67,41,13.997832114758229
25,72,69,65,1,120,52,221,34,14,14.151982794585487
19,60,50,54,1,211,58,251,54,53,12.301382825334498
22,71,64,64,1,274,65,312,71,67,14.508657738524219
23,70,68,66,1,325,71,345,71,66,14.978661367769956
23,74,75,65,1,348,68,321,76,65,15.687312734865866
23,76,67,68,1,313,69,347,76,68,15.123843377614453
23,43,45,40,1,247,67,342,55,25,14.808762330974558
24,74,67,58,1,355,75,346,73,54,16.11809565095832
28,69,72,63,1,338,69,358,69,60,14.690979295318174
25,67,54,35,1,296,49,317,68,29,15.201804919084164
23,68,68,54,1,309,70,282,70,49,14.508657738524219
22,65,67,58,1,309,63,348,68,56,14.648419680899378
23,76,76,70,1,331,75,349,77,71,16.25785759333348
24,71,65,66,1,329,73,336,70,65,14.508657738524219
25,74,73,74,1,366,84,391,76,71,15.761420707019587
27,67,59,67,1,299,76,369,73,68,14.22097566607244
24,63,61,54,1,295,63,329,64,51,13.345506928718539
